gene,logfoldchange,pval,pval_adj
Ccn1,2.9193203,1.2517542732479748e-59,4.840884833213804e-58
Rps3a1,0.8292969,1.1754246149972152e-59,4.552144434506236e-58
Gnaq,1.1663061,1.3053637238853565e-59,5.041067291830535e-58
Zc3h14,1.4090574,1.6286466253914785e-59,6.262949128600498e-58
Bod1l,1.13698,1.68024134172306e-59,6.452268544734839e-58
Ube2b,0.89657915,1.8129537640553377e-59,6.952117502809395e-58
Phf14,1.151117,1.8869599244394225e-59,7.215639610219826e-58
Tmem64,1.6716089,2.0616138205336903e-59,7.872481418465922e-58
Rpn1,0.9485812,3.027147326993703e-59,1.1543324506830877e-57
Dab2,1.2806997,3.2251620729384697e-59,1.2281255240925948e-57
Kmt2e,1.0148938,3.5858415409955473e-59,1.3635686851504376e-57
Ubxn4,0.9543756,5.739428923725284e-59,2.176439276450992e-57
Dhx40,1.2657709,6.917640945913167e-59,2.6159605366519e-57
Sspn,1.6010171,1.3229156236562292e-58,4.995790494147445e-57
Erbin,1.1545962,1.8559864376772764e-58,6.989516925227956e-57
Tes,1.9228845,2.2372581539775623e-58,8.402181482537742e-57
Pls3,1.4164472,2.366476605189532e-58,8.875262465863982e-57
Arhgap42,1.5620345,3.9249767368307264e-58,1.4679950663793058e-56
Slc25a4,0.76306576,4.182751065346785e-58,1.560131862529553e-56
Cd302,1.5085778,4.831958054109681e-58,1.799821974779763e-56
Sel1l3,2.475086,7.331718493742297e-58,2.7198085602533416e-56
Chd3,1.08954,1.2370532566833261e-57,4.570401226958708e-56
Srrm2,0.81208944,1.3345235894923282e-57,4.92385102214987e-56
Vps13d,1.440692,2.0113938251540474e-57,7.401224475496086e-56
Sgpp2,3.5280354,2.1477503728975573e-57,7.8817242515083335e-56
E330023G01Rik,2.999988,4.396505091678709e-57,1.602640567664937e-55
Klhl31,2.7412407,5.0112267858282354e-57,1.8194351719876106e-55
Zfp704,1.6877416,6.876029470652131e-57,2.4931770602551813e-55
Cct4,1.010538,8.068813842003415e-57,2.9179182030227715e-55
Ext1,1.4744599,1.0826043588398167e-56,3.909834234048084e-55
Nop53,0.93897194,1.099662081116008e-56,3.966192047649982e-55
Peg10,2.2463677,1.20638482773354e-56,4.345372684908818e-55
Coq8a,1.5364785,1.2796773468913155e-56,4.603297839548562e-55
Hnrnpab,0.74404466,1.3830887902459104e-56,4.962217245740354e-55
Sema3b,2.3033247,1.5684604546313664e-56,5.612539422385347e-55
Akap9,1.057853,1.5869471306507919e-56,5.67125883614641e-55
Zfp608,2.5144749,1.8752099385237315e-56,6.692661039413522e-55
Cln3,2.1788154,2.073160927475923e-56,7.379858253308361e-55
Mef2a,1.1218184,2.034127859942782e-56,7.25036461619031e-55
Paics,1.0558767,2.089153725480588e-56,7.427104709218294e-55
Bbx,1.2303423,2.2120456866229513e-56,7.853768970333737e-55
Ank2,1.9424472,2.811014686999008e-56,9.967419999887521e-55
Eif3c,0.8983922,3.062791602103492e-56,1.0832046517128451e-54
Nap1l5,1.1614459,3.099569806827004e-56,1.0947937184449896e-54
Hnrnpl,0.9331431,3.639899057675226e-56,1.2839814466628772e-54
Slc38a5,1.9587078,4.087245878566457e-56,1.439923538354838e-54
Ktn1,0.9953469,4.109122587126193e-56,1.4457651288183822e-54
Eif3l,1.1240453,5.3950635415247575e-56,1.8933344456844532e-54
Senp6,0.9039706,6.069887657796565e-56,2.1274216010374791e-54
Myc,1.586718,6.842132907005752e-56,2.395009676409975e-54
Wapl,0.9605757,1.0548794208769543e-55,3.683040003606584e-54
Soat1,0.7814327,1.0736001030812866e-55,3.7436147655719496e-54
Resf1,1.0230302,1.4979416556866811e-55,5.1967345648301723e-54
Cux1,1.161688,1.986558556583368e-55,6.874399020328986e-54
Csnk1a1,0.83932364,2.350572426473316e-55,8.113486594184696e-54
Cct6a,0.9388708,2.4864253017670884e-55,8.57157449673571e-54
Bclaf1,0.8563245,3.0402421551253214e-55,1.0467557573945355e-53
Strn3,1.0740061,3.142068310728174e-55,1.0804520288137447e-53
Serpinh1,0.81390804,3.2655349850906e-55,1.1200867047478473e-53
Hnrnpa0,0.80917305,3.346263580111979e-55,1.1463366942007197e-53
Tex14,2.8438,4.297811579557208e-55,1.4686251508967517e-53
Rps20,0.75304526,4.750383893484387e-55,1.619222614779079e-53
Mmp14,1.1978558,5.237272010976428e-55,1.7829580762554788e-53
Fam126b,1.7418379,5.61276095497887e-55,1.9084086220895154e-53
Thbs4,1.5147254,5.71317911442331e-55,1.94013593732711e-53
Rap2a,1.6044519,7.620769120236136e-55,2.5847187489417044e-53
Hnrnpdl,0.96775264,8.820566140372249e-55,2.9879394209749814e-53
Irs1,1.6157999,1.052376537193664e-54,3.5560688855196295e-53
Slc40a1,1.6407044,1.378151654218026e-54,4.645391927791947e-53
Knop1,1.2676742,1.9459610855255546e-54,6.551242357349472e-53
Sntg2,2.4015367,2.2011154170152706e-54,7.392011590500361e-53
Camkk2,1.3191645,2.1550311246924922e-54,7.246159457817624e-53
Rai2,2.9793246,2.4299284375004663e-54,8.140409340990826e-53
Marcks,0.7959899,2.2978724679356443e-54,7.707470760693722e-53
Rere,1.1374496,2.7733758806947353e-54,9.268235210600778e-53
Cklf,1.4473917,2.9447758056727115e-54,9.828999244777755e-53
Mro,2.2083015,3.276448725719637e-54,1.090937555589308e-52
Phactr2,1.442541,3.2543461225026226e-54,1.0849012476518817e-52
Eef1a1,0.7640444,3.499149468348142e-54,1.163669645972099e-52
Usp6nl,1.8840634,3.8466396542055233e-54,1.2776739960921337e-52
Fermt2,1.1278574,5.916359716194824e-54,1.9532571865933166e-52
Dact1,2.757746,1.0381953210787641e-53,3.415162271254638e-52
Neo1,1.4213431,1.1236668424318532e-53,3.687436995062126e-52
Kansl1,1.1455525,1.1329535981346592e-53,3.713449230476662e-52
Hnrnpc,0.7841459,1.099514601629112e-53,3.61252071820453e-52
Neu3,2.5916772,1.5929875363444333e-53,5.2087830784206065e-52
Mapk10,2.4617162,2.124409274142587e-53,6.938127561233859e-52
Trpm7,1.1367203,2.520330268641853e-53,8.211524740421064e-52
Hjurp,1.1142627,2.9850336625788603e-53,9.713989760356452e-52
Mpp6,1.4510883,3.505665685176333e-53,1.1394665500282074e-51
Trim28,1.0738478,3.5594401606940146e-53,1.15556949711568e-51
Zcchc7,1.2386802,5.073396443285845e-53,1.6431665847097677e-51
Akt3,1.5458268,5.912115845724317e-53,1.9102780939149233e-51
Rasl11a,2.5453131,6.068632181579406e-53,1.95853267675724e-51
Nktr,1.1642855,7.225401896062458e-53,2.3291044624343955e-51
H2az2,0.9168478,7.323312793160616e-53,2.357882183863966e-51
Zfp266,1.2442394,8.040681262446468e-53,2.5797264454591763e-51
Arhgef7,1.5013679,9.106265346633014e-53,2.9147522011620304e-51
Pcbp1,0.79145557,9.718308568388528e-53,3.0997544257326167e-51
Aff2,1.8046429,1.2008549818151526e-52,3.825781046499313e-51
Tnks2,0.9283494,1.2247455844952199e-52,3.8973460015702786e-51
Antxr1,1.3925166,1.2689163405761014e-52,4.033204056664644e-51
Hspa8,0.68234,1.421900747056033e-52,4.514204197310566e-51
2610008E11Rik,1.6472243,1.9323562766550977e-52,6.113455784648219e-51
Prdm5,1.7192881,2.0170565537049955e-52,6.374038783079571e-51
Slc18a2,1.3098071,2.038003781302221e-52,6.432788120334628e-51
Hnrnpk,0.8372695,2.0532894516530407e-52,6.47355218227286e-51
Rbbp4,0.92368436,2.7024361258198792e-52,8.480990062443698e-51
Hnrnpm,0.8455544,2.876499800718499e-52,9.016885655455475e-51
Ppp1r12a,0.9117471,2.9298126211554654e-52,9.173471788464182e-51
Zfr,1.0262202,3.3237156092593566e-52,1.0382998544577599e-50
Nipbl,0.9399736,3.6012348546132475e-52,1.1237087455486342e-50
Mbtd1,1.2085983,6.541099299391686e-52,2.0363926359326248e-50
Anxa3,1.8306874,7.470293850904336e-52,2.3230231550255247e-50
Vcp,0.7837857,7.836798542203868e-52,2.434221963569877e-50
Map4,1.0545248,8.291205235284415e-52,2.5724406424883e-50
Numa1,1.1063771,8.961689234868894e-52,2.777309888531503e-50
Lrrk1,1.74828,9.572564146588344e-52,2.9632621189830104e-50
Pxdn,1.3070146,1.0545403464654149e-51,3.2533463366717768e-50
Wdr26,0.8330932,2.1750341490863734e-51,6.695034653044561e-50
Eprs,0.9446807,2.4430564316061055e-51,7.511573170286205e-50
Camk2n1,1.4101559,2.7622380407904896e-51,8.473863508730645e-50
Trim37,1.8411591,3.160766572337964e-51,9.674709610374825e-50
Sh3bp4,2.1677492,3.8237579224767646e-51,1.1690936456593854e-49
Nisch,0.8692962,3.8476531848442125e-51,1.1750836119217173e-49
Htra1,0.8968528,4.874799460660265e-51,1.4871134041833207e-49
Aldh3a2,1.4084626,5.454896030110634e-51,1.6622212757824849e-49
Sppl3,1.2076753,6.23457347300171e-51,1.8955741596143173e-49
Peli2,1.7279501,8.133404982988225e-51,2.464665441182325e-49
Ddx5,0.7063651,7.993244037635768e-51,2.424883799550771e-49
Serpinb6b,1.0925262,9.950104716248821e-51,3.0018531388700724e-49
Jam2,1.468759,1.3193104454899093e-50,3.962720912344444e-49
Safb2,1.0203685,1.523197035156703e-50,4.5600711240003794e-49
Abcd2,2.586299,1.7808981270394308e-50,5.31989732631921e-49
Xrn2,1.0173249,1.72406627114861e-50,5.1557701425159365e-49
Nbea,1.5123625,2.908594564320847e-50,8.660126214793029e-49
Pitrm1,1.3421369,3.369565788840996e-50,1.0021705308575785e-48
Ptov1,0.8476275,3.8024560284961667e-50,1.1296894118175283e-48
Nrep,1.3488178,5.051056168544852e-50,1.4990107235845663e-48
Hnrnpr,1.015367,5.244781796346374e-50,1.5548130009299134e-48
Sbno1,1.0640985,5.400869063837337e-50,1.599348460411614e-48
Ppat,1.584907,5.725647527923405e-50,1.693687480551384e-48
Akap13,1.1245235,5.8195315612976025e-50,1.7195959980314767e-48
Sh2d4a,1.9140922,6.437960393677009e-50,1.9002771094979827e-48
Crebbp,0.9750618,6.712156943025377e-50,1.9769365805331377e-48
Phf3,1.0146841,8.542274750933445e-50,2.5132513741889637e-48
Rab18,1.1437955,1.053672850685851e-49,3.0967093479306556e-48
Sf3b2,0.8581895,1.1394919232383544e-49,3.345327739803956e-48
Zfp644,1.2482095,1.1571162959448886e-49,3.39342064749552e-48
Gxylt2,2.3251326,1.336796148424494e-49,3.907767156363379e-48
Upf2,1.2386082,1.324260854455992e-49,3.87527268051575e-48
Wsb1,1.3770707,1.4749181896073774e-49,4.306918858914463e-48
Fgd5,2.6526353,1.5827817448011971e-49,4.6169540575114405e-48
Agap1,1.1779646,2.4219327818031006e-49,7.027208367860791e-48
Fam160b1,1.477091,2.4746873027700702e-49,7.172652593156182e-48
Aff4,1.1226497,2.548023129749985e-49,7.377378103029039e-48
Oip5os1,1.0292734,3.045997365814272e-49,8.809837508350324e-48
Wdfy3,1.3936756,3.5365603110929005e-49,1.021785250516079e-47
Tiparp,1.1888576,4.9897707869560745e-49,1.4370855674711152e-47
Eef1g,0.7391363,6.7743312217744014e-49,1.9471282105695248e-47
N4bp2l1,1.8326895,8.226778511660182e-49,2.3569331973122554e-47
Kctd1,1.7400153,1.0246598626289068e-48,2.929454264854141e-47
Twsg1,1.1479996,1.0635127928559596e-48,3.0341786607467357e-47
Csnk1d,0.95350873,1.0628809013953787e-48,3.0341786607467357e-47
B4galt1,1.3292496,1.1532853520941035e-48,3.286863253468195e-47
Dpf3,1.2425139,1.162195648023959e-48,3.3088037307610166e-47
Hbp1,1.2799768,1.8376670528528428e-48,5.210158208103963e-47
Lhfpl2,1.2091128,2.115657925858509e-48,5.985886875618122e-47
Nol8,1.5537183,2.257907416512031e-48,6.375144383973937e-47
Setd5,1.1144216,2.3928939439058235e-48,6.749295800667428e-47
Amotl2,1.8504112,2.5327385780548228e-48,7.136363405225059e-47
Rnf217,1.6819689,2.6113749360534527e-48,7.350347410213135e-47
Rpl14,0.6264268,2.883773749266831e-48,8.100378053110317e-47
Ldlrad4,1.7205858,3.1547295420772814e-48,8.843283438124848e-47
Gaa,1.1942785,3.110562503136902e-48,8.7284365902514735e-47
Sirt3,1.9213161,3.2793904104533464e-48,9.173893071373742e-47
Sesn3,1.3515141,3.2621563679808367e-48,9.13504157076726e-47
Fcho2,1.2785997,3.814622911535951e-48,1.0660250701501133e-46
Creg1,1.082416,5.3266184994619726e-48,1.4870415633007181e-46
Adamts10,1.323705,6.887666453218747e-48,1.9189179303288926e-46
Slc26a7,1.8390678,8.053430954009636e-48,2.239132640909624e-46
Clta,0.795219,8.042764216862071e-48,2.238446395647147e-46
Smad7,1.8549114,1.1244858410638346e-47,3.1201053779030364e-46
Lztfl1,1.592512,1.3368112032580938e-47,3.6979692282224654e-46
Kmt2a,1.1104193,1.7331556131895537e-47,4.789508877218055e-46
Rabgap1l,1.3881027,1.992479138472676e-47,5.500572084703688e-46
Trio,1.2060274,2.1172341141712577e-47,5.839075052446248e-46
Cox4i1,0.6381304,2.50850783867528e-47,6.904212653160399e-46
P4hb,0.7532428,2.678968297498256e-47,7.36594878414853e-46
Mga,1.2001194,3.3197787611524903e-47,9.091265748821107e-46
Socs2,0.8665981,4.468625159214259e-47,1.2212900172375064e-45
Ube2r2,0.8301884,5.532074489082408e-47,1.51042229775417e-45
Ywhae,0.72990805,6.367018321481748e-47,1.733187449964269e-45
Nsd1,0.88270193,7.614143402807341e-47,2.0706071446897295e-45
Smg6,1.0911849,9.379957529799742e-47,2.545735392009169e-45
Hsd17b4,0.98134416,9.532765368035636e-47,2.5846384592202282e-45
Dmxl1,1.3568043,1.0832247988498357e-46,2.934056218551296e-45
Kidins220,1.2734325,1.1531787875339508e-46,3.1204400828582215e-45
Celf1,0.90888286,1.2092132968873707e-46,3.268826796526325e-45
Gdpd2,2.3905246,1.3034666713772315e-46,3.5166551905743626e-45
Ston1,1.6724079,1.346665072876986e-46,3.629614657923036e-45
Rhobtb3,1.4677445,1.3512994160666827e-46,3.6385136052138693e-45
Fxr1,0.8581868,1.3720028874783838e-46,3.690620180967715e-45
Zmynd11,0.90437704,1.5108802275263518e-46,4.060193194109448e-45
Nsmaf,1.278212,1.5877823847620299e-46,4.262657074843432e-45
Rtn4,0.94587326,1.6194357787894742e-46,4.3391025582226714e-45
Cd2ap,0.97973573,1.8080810193786636e-46,4.8398074580485935e-45
Maf1,1.0585684,2.1460327291904375e-46,5.733183131613162e-45
Pdp1,1.8123405,3.1459152093312463e-46,8.396180152528937e-45
Polr3g,2.4175618,3.484366251876947e-46,9.27228574805032e-45
Gabarapl1,0.8799968,3.36990408966367e-46,8.985204234383513e-45
Fhod3,1.8230451,4.332164638049803e-46,1.1505942715240639e-44
Smtnl2,2.8486335,4.922683726431947e-46,1.3061616499783426e-44
Oga,0.91652095,5.323356588250616e-46,1.411102960475792e-44
Prdx4,1.1526034,5.877156723290474e-46,1.5548838179844944e-44
Smc3,0.9492247,7.104311660292167e-46,1.8740968237773625e-44
Atf7ip,1.08449,7.656908163528102e-46,2.0159745765555234e-44
Arid4b,1.0292042,8.003173377339569e-46,2.1051121649470351e-44
Slc25a24,1.5878181,8.269382126364883e-46,2.173040810357463e-44
Papss2,1.6476352,1.0239746616525267e-45,2.683069115844428e-44
Fam214a,1.2946388,1.1134386663435071e-45,2.914689923986268e-44
Tut7,1.0373371,1.1787692370407628e-45,3.082752536295397e-44
Rflnb,1.6203843,1.20339750374277e-45,3.144149477960656e-44
Tbrg1,1.0200493,1.6044406447332832e-45,4.1879582144505576e-44
Braf,1.2652545,1.6556201728985595e-45,4.31330129586349e-44
Huwe1,0.91160035,1.6518704047899436e-45,4.3076425656141193e-44
Ltbp3,0.9895817,1.9274829604143837e-45,5.012006406494658e-44
Rrbp1,0.7789677,2.2272724981874358e-45,5.786034349953525e-44
Slc38a3,3.1339712,2.4047769027220328e-45,6.24121899002088e-44
Prrc2c,0.7993031,2.7749474689456715e-45,7.181458838352955e-44
Pcmtd2,1.1854491,2.995153702605502e-45,7.744003933924055e-44
Strn,1.2067956,3.058065955665205e-45,7.899183991251381e-44
Eif4g2,0.770451,3.324982209702607e-45,8.580528286532163e-44
Vnn1,1.9223751,3.7139093590038196e-45,9.575152712831095e-44
Slc25a13,1.4156786,3.843663549153873e-45,9.900334517221526e-44
Ilkap,1.2238348,4.122580118660488e-45,1.0608746934946967e-43
Srsf11,0.8386691,4.7493100561629505e-45,1.2187068840546713e-43
Btbd7,1.1058779,4.8226412728120916e-45,1.2363622034890942e-43
Zfp41,2.082279,5.194312036585334e-45,1.3303968249051534e-43
Ctr9,1.1362575,5.715569440019061e-45,1.461162850382401e-43
Nipal1,2.8177972,6.155295006580529e-45,1.5691691836103474e-43
Frs2,1.3792179,6.449355425484404e-45,1.642600290876872e-43
Fryl,1.8139776,6.698391662365054e-45,1.7044379082716967e-43
Lrpprc,1.1914402,6.757065174421738e-45,1.7177667640338615e-43
Polr1a,1.409276,8.034607980240039e-45,2.0387444394469682e-43
Gatad2b,1.0914255,9.127684444040853e-45,2.3139569951313594e-43
Septin11,1.0187689,1.0475444041877697e-44,2.650704807000804e-43
Arglu1,0.7600354,1.135296397228021e-44,2.867437329650015e-43
Aopep,1.2805332,1.2203354280431067e-44,3.07937321551395e-43
Herc1,1.1524885,1.4815737123349784e-44,3.735125306360288e-43
Atp2b1,1.1473664,1.5424166327709898e-44,3.8813457441978186e-43
Rrp1,0.82074004,1.532162821809626e-44,3.859099771574559e-43
Itm2a,1.5571426,1.6118996371901878e-44,4.04500880461431e-43
Tnrc6b,0.9041445,1.634837988584578e-44,4.098804554850756e-43
Cox7a2l,0.81023717,1.9357362326679375e-44,4.848752877113091e-43
Myo1e,1.1350815,2.049897370334925e-44,5.130004390674102e-43
Kctd14,0.9516721,2.0978642089941334e-44,5.245236858806486e-43
Fubp1,0.92338014,2.465879099759359e-44,6.159734406288177e-43
Ilf3,1.0749042,2.4924273298467484e-44,6.220360455832338e-43
Rbbp6,0.8934442,2.732955140023466e-44,6.8082001996405734e-43
Srp72,0.88159025,2.856054663652325e-44,7.1083737904922e-43
Myo9a,1.2176535,3.0157491986470104e-44,7.498998212264056e-43
Cnn3,0.7857066,3.278417736105527e-44,8.137330858989929e-43
Sh3bgrl,0.95497984,3.9305484314933524e-44,9.7471175136297e-43
Fam122b,2.115969,4.4017504710034094e-44,1.0905716253158447e-42
Osbpl8,1.3119814,4.639290270425883e-44,1.147341868237662e-42
Atf2,1.2285846,6.350262317329619e-44,1.5676420619353577e-42
Zfp277,1.3564483,7.074487781963319e-44,1.7448485990148555e-42
Crtc3,1.4586643,8.074980606910513e-44,1.988845380039228e-42
Wnk1,0.8169678,9.360922092386746e-44,2.3025338368327507e-42
Brd1,1.0808337,1.0756256211535998e-43,2.6409897782694905e-42
Smc4,0.8608634,1.1924720838430115e-43,2.922627047142347e-42
Car14,1.7790495,1.3238947426406869e-43,3.241820462629477e-42
Mblac2,1.9922265,1.4121763199177297e-43,3.451803944737133e-42
E130311K13Rik,1.7125386,1.4657711897570063e-43,3.5796020388135546e-42
Mta3,1.1058121,1.78897658871408e-43,4.365006952784676e-42
Cct8,0.76220685,1.910722615730509e-43,4.6578981765437575e-42
Dnmt3a,0.9792867,2.2035185636396077e-43,5.366874874491722e-42
Epb41l4aos,1.40469,2.3029943477913787e-43,5.599167825266965e-42
Txndc5,0.9908849,2.2737630347800747e-43,5.5330260373084116e-42
Hmgb3,1.3353282,2.307558162436596e-43,5.605272287278148e-42
Spock2,1.2338285,3.3015776015882246e-43,8.005592651524272e-42
Slc9a7,2.2743843,3.992910586310443e-43,9.656194662359081e-42
Usp34,0.89243245,3.97341154320498e-43,9.617558099656522e-42
Gata6,1.2059242,4.136361084479349e-43,9.994253689339794e-42
Gm15866,4.39797,4.814868521380448e-43,1.1613105586506214e-41
Zdhhc20,1.0952963,6.310855917351787e-43,1.5194470821116034e-41
Clk1,0.89396864,8.338359294128021e-43,2.0005467821403986e-41
Gfpt1,1.164615,9.357469260360557e-43,2.2391497214340427e-41
Ep400,1.1096587,1.2281416015836269e-42,2.933678928087294e-41
Ctnna2,1.9276055,1.3008125115339565e-42,3.1045527974136026e-41
Cct7,0.7011488,1.3607976338514108e-42,3.242046928188924e-41
Sec24b,1.3153135,2.054911979427633e-42,4.882964471219553e-41
Atoh8,3.049968,2.7558506317044472e-42,6.531509531026608e-41
Itgb1,0.78379333,2.7477962958283995e-42,6.518078389661406e-41
Zfp326,1.1892706,2.81404875149621e-42,6.657883280944629e-41
Sulf2,0.7237925,2.9301246902340775e-42,6.926510339174115e-41
Epc2,1.1040449,3.109294147463859e-42,7.343690147768664e-41
Mug2,4.3719034,3.419985361444112e-42,8.056588466221622e-41
Eif3h,0.73193395,3.306748910584473e-42,7.80329866082004e-41
Mdn1,1.3727825,3.417275891386115e-42,8.056588466221622e-41
Rps2,0.6479666,5.2970137904080534e-42,1.2414108799958034e-40
Tbc1d12,1.717296,5.653270458458429e-42,1.3237670954313078e-40
Hnrnpd,0.7965614,6.26979909546416e-42,1.4656192183515238e-40
Pds5b,1.1311734,7.19244602526529e-42,1.6798576033175211e-40
Sgce,1.4603595,8.371235859838076e-42,1.95350301436888e-40
Foxn3,0.8558625,1.1343273595185289e-41,2.6380357663487555e-40
Hmgn1,0.69761056,1.1416823132842461e-41,2.6528810382638107e-40
Uhrf2,1.2783878,1.1996599641737712e-41,2.7828645710991057e-40
Ap3b1,1.0557308,1.2399175607558513e-41,2.871371430137151e-40
Ckap5,1.044096,1.238014639874156e-41,2.869398447579294e-40
Cpq,1.0700667,1.5408880241525453e-41,3.565327603681097e-40
Bptf,0.87860554,1.583835004092976e-41,3.6615958608594857e-40
Rasl11b,1.7094238,1.6707922782086989e-41,3.85936053908055e-40
Zfas1,0.8040034,1.6887965943030427e-41,3.897651176183937e-40
Lrrc8c,2.3719308,1.83182623228681e-41,4.217061688037671e-40
Safb,0.9163904,1.8110063014828417e-41,4.172650215138062e-40
Paip2,0.8433214,1.8718793787616838e-41,4.305637967845851e-40
Gab1,1.6118815,1.9344731048735168e-41,4.4421294518386565e-40
Srsf6,0.7361398,1.9189852588486623e-41,4.4102739496923424e-40
Sash1,1.4006974,1.9775570197334526e-41,4.537247000822055e-40
Idh2,0.98132163,2.259093598803207e-41,5.17884404098438e-40
Nfe2l1,0.7749743,2.302199714513571e-41,5.27323479910772e-40
Repin1,1.7834842,2.877684684236378e-41,6.580353847044039e-40
Papola,0.82036,2.9755378711017785e-41,6.798419288258733e-40
Nek7,0.9685579,3.5909187975127347e-41,8.183877790358113e-40
Nop58,0.82541513,3.5649595378631895e-41,8.131502945887942e-40
Anapc5,0.8532803,3.6172551525621567e-41,8.237023972510806e-40
Ube3a,0.8190545,4.242297663477945e-41,9.628217215788722e-40
Rnasel,1.6310688,4.5306281924682234e-41,1.0274064911873746e-39
Fbxl17,1.0491126,4.605324265268655e-41,1.0434785760550214e-39
Arhgef6,1.9119575,4.843577237245615e-41,1.0965521501535409e-39
Pla2g12a,1.4133344,5.099431258682963e-41,1.1535192349280939e-39
